570714700000008092;											50,000	147,460	269,280	248,490	268,170	250,650	284,370	266,670	201,210	223,440	280,319	214,994	238,107	191,376	219,848	199,317	213,779	183,934	179,419	247,210	241,282	182,781	115,778	223,525	15,169	4,162	31,454	140,414	71,354	50,141	23,488	13,925	18,879	21,165	9,415	11,562	7,233	9,173	8,496	123,336
570714700000008337;												197,882	337,190	312,208	351,620	346,940	377,808	291,640	233,202	308,626	337,372	280,971	324,622	287,353	317,512	247,840	317,401	278,559	196,551	272,437	139,003	209,389	197,492	261,797	81,543	6,623	0	112,641	0	0	0	0	0	0	0	0	0	0	0	0
570714700000008474;												301,336	384,298	344,548	390,600	232,298	392,388	332,440	258,828	321,514	334,342	303,766	339,217	246,568	191,188	280,303	311,748	281,076	262,255	340,300	306,094	271,531	29,136	285,381	168,837	160,657	165,038	331,580	207,928	305,321	32,798	21,484	29,905	27,453	13,030	14,389	9,601	16,047	28,415	193,122
570714700000008757;													438,963	400,686	424,833	355,944	464,055	403,770	327,243	361,788	409,892	342,255	367,076	305,196	336,619	311,789	355,987	325,645	293,014	394,428	381,737	258,327	279,417	350,148	114,857	0	0	3	63,025	314,168	36,033	24,789	32,682	27,069	11,420	14,525	9,222	13,152	31,608	200,501
570714700000008962;													62,558	135,510	316,400	313,200	355,130	336,210	247,570	270,220	321,836	241,280	276,743	234,471	261,366	240,797	250,772	226,086	183,195	264,539	282,826	238,214	195,834	257,274	267,773	241,015	245,377	308,381	214,479	227,378	28,145	17,765	26,914	26,306	12,445	13,390	9,491	13,964	22,344	170,765
570714700000010835;																				457,884	1,265,278	1,037,153	1,167,752	914,304	1,071,018	1,018,140	1,073,186	1,022,099	822,368	1,208,822	1,157,765	1,025,194	973,471	1,140,478	1,095,172	973,470	833,804	1,115,905	883,988	1,066,575	108,324	76,936	95,477	96,395	47,348	53,033	20,387	43,181	91,268	632,348
570714700000010842;																				467,517	1,311,637	1,060,164	1,197,792	1,036,533	1,099,704	1,049,987	1,127,907	1,047,461	978,296	1,236,102	1,175,817	1,058,465	1,003,284	1,163,817	1,121,414	955,750	1,007,660	1,209,780	925,797	1,090,705	111,700	79,682	98,431	91,997	49,011	55,280	44,132	61,509	96,038	687,779
570714700000010859;																				487,605	1,394,030	1,089,648	1,237,154	1,078,950	1,016,404	1,095,652	1,183,837	1,119,972	1,016,913	1,285,604	1,239,503	1,103,470	1,002,239	1,031,285	1,169,744	1,051,964	1,116,264	1,270,347	942,871	1,148,533	108,689	79,659	99,942	101,825	52,364	59,464	46,555	64,079	99,647	712,226
570714700000011177;																					1,040,794	980,164	1,068,935	905,774	1,022,131	938,380	1,039,285	961,786	898,278	1,137,833	1,072,796	879,910	893,495	1,047,966	978,420	889,090	937,450	1,075,270	646,313	981,215	96,452	65,899	98,603	86,174	50,859	50,639	36,790	55,082	90,020	630,517
570714700000011184;																					942,306	1,077,222	1,146,196	988,773	1,076,110	1,015,222	1,120,449	1,056,897	969,746	1,211,561	945,843	935,287	735,662	1,130,809	1,062,899	941,798	1,054,446	1,177,857	881,341	1,029,505	105,447	73,725	101,082	90,006	52,875	53,403	38,457	38,588	68,086	621,668
570714700000011238;																					842,893	1,125,976	1,237,308	1,078,298	1,179,888	1,079,817	1,194,316	1,076,535	1,016,456	1,294,731	1,236,414	1,024,864	1,006,625	1,214,438	1,142,356	998,275	1,099,001	1,236,559	928,769	1,089,776	104,799	73,679	118,034	104,344	60,754	58,125	44,580	61,652	99,693	725,660
570714700000011245;																					890,717	1,208,403	1,331,643	1,145,561	1,242,179	1,148,843	1,277,422	1,167,728	950,364	1,330,115	1,355,998	1,179,575	1,084,127	1,307,407	1,248,848	1,126,013	1,203,878	1,362,873	1,031,036	1,231,727	125,874	78,419	122,208	112,885	67,347	60,122	46,767	67,419	109,976	791,016
570714700000011719;																					923,538	1,018,493	1,131,602	959,826	1,077,020	996,871	1,076,443	1,035,323	949,746	1,188,834	1,126,071	831,871	908,076	868,097	800,977	764,642	880,234	1,123,021	808,979	1,058,670	103,514	72,918	99,365	56,624	53,766	55,172	40,356	57,725	95,033	634,472
570714700000012518;																						612,088	1,129,351	925,528	1,089,494	985,127	1,061,074	954,598	935,757	1,141,985	1,135,202	969,285	878,637	1,102,524	1,051,140	921,625	1,012,148	1,125,654	862,995	1,018,314	102,274	70,024	92,257	97,168	49,123	48,286	35,179	56,098	93,306	643,715
570714700000012594;																						6,230	23,583	19,305	21,108	20,586	23,787	22,616	22,606	25,191	22,916	19,280	9,337			14,992	18,891	19,402	13,147	15,940	1,801	841	506	848	684	195	107	245	598	5,824
570714700000012624;																						58,990	250,843	255,497	276,387	265,184	294,754	255,966	222,788	315,485	296,925	219,022	224,789	227,268	239,713	172,871	193,942	142,570	147,208	177,290	0	0	0	0	0	0	0	7,789	25,712	33,501
570714700000012891;																							902,301	997,443	1,114,141	1,044,992	1,132,179	1,066,501	992,799	1,159,078	1,201,029	963,546	954,839	1,178,400	1,038,059	960,982	1,041,490	1,227,263	912,085	1,117,207	106,162	74,815	93,124	97,073	46,548	56,526	40,228	60,837	96,907	672,220
570714700000012907;																							777,044	1,083,439	1,167,459	1,095,962	1,240,759	1,132,211	1,099,366	1,367,289	1,315,235	1,097,241	996,636	1,257,444	1,209,715	1,102,145	1,116,744	1,351,962	985,610	1,195,931	113,996	86,461	101,194	95,810	42,878	57,601	39,745	66,335	109,182	713,202
570714700000012914;																							740,586	1,009,057	1,073,502	1,027,446	1,158,699	1,070,478	1,041,861	1,259,733	1,269,545	1,038,360	936,716	1,203,243	1,116,461	1,033,729	1,063,412	1,267,489	929,680	1,130,730	114,737	86,535	99,235	94,057	40,942	48,299	30,857	61,358	111,137	687,155
570714700000012921;																							751,518	998,436	1,108,746	1,024,242	1,136,529	1,004,159	993,104	1,248,099	1,268,841	1,060,892	960,203	1,235,415	1,105,667	1,009,666	1,063,276	1,259,158	920,577	1,081,383	116,946	84,915	100,539	80,524	43,027	48,590	30,645	59,879	108,701	673,766
570714700000013065;																							617,810	998,775	1,096,407	1,023,027	1,150,815	1,061,562	1,017,069	1,247,600	1,233,418	1,023,021	936,087	1,156,506	1,088,468	1,012,106	1,067,457	1,235,006	903,295	1,088,961	109,393	79,502	85,777	88,385	44,611	51,574	33,534	56,669	98,066	647,512
570714700000013072;																							617,810	998,775	1,096,407	1,023,027	1,150,815	1,061,562	1,017,069	1,247,600	1,233,418	1,023,021	936,087	1,156,506	1,088,468	1,012,106	1,067,457	1,235,006	903,295	1,088,961	109,393	79,502	85,777	88,385	44,611	51,574	33,534	56,669	98,066	647,512
570714700000013089;																							617,810	998,775	1,096,407	1,023,027	1,150,815	1,061,562	1,017,069	1,247,600	1,233,418	1,023,021	936,087	1,156,506	1,088,468	1,012,106	1,067,457	1,235,006	903,295	1,088,961	109,393	79,502	85,777	88,385	44,611	51,574	33,534	56,669	98,066	647,512
570714700000013201;																							858,026	1,123,480	1,221,206	1,134,722	1,264,845	1,151,497	1,079,741	1,340,474	1,306,788	1,133,446	486,815	1,003,201	1,210,574	1,082,729	1,201,754	1,328,078	988,411	1,190,219	118,380	80,110	110,901	105,370	57,984	56,942	43,297	63,604	105,644	742,230
570714700000013218;																							884,228	1,177,979	1,280,270	1,196,575	1,330,119	1,208,791	1,146,890	1,395,856	1,393,089	1,201,665	1,114,944	1,363,359	1,238,811	1,136,237	1,252,164	1,402,064	968,163	1,203,912	121,246	76,324	105,007	106,006	56,498	55,617	39,207	55,734	92,402	708,042
570714700000013270;																							658,336	1,199,066	1,293,292	1,261,992	1,382,990	1,328,250	1,270,786	1,492,464	1,480,673	1,299,855	1,213,711	1,492,710	1,409,461	1,249,221	1,363,270	1,496,772	1,124,812	1,357,110	135,081	95,511	115,626	110,810	62,929	70,105	47,250	83,134	137,170	857,614
570714700000013287;																							659,433	1,199,731	1,280,658	1,245,353	1,387,581	1,319,287	1,259,774	1,491,437	1,435,799	1,270,245	1,196,390	1,434,464	1,372,111	1,199,261	1,325,927	1,536,296	1,185,247	1,439,363	140,265	96,588	113,905	113,184	65,607	73,803	48,911	88,233	143,942	884,438
570714700000013485;																							835,608	1,124,034	1,218,889	1,123,290	1,253,407	1,124,324	1,056,074	1,343,533	1,289,306	1,094,365	912,907	1,258,877	1,207,705	1,086,637	1,183,308	1,293,718	979,741	1,168,846	116,630	85,239	115,161	103,469	56,735	57,983	43,273	62,169	101,262	741,921
570714700000014086;																						7,637	24,974	4,510	16,212	17,370	17,420	19,618	20,313	22,302	17,413	19,380	16,306	20,045	19,942	15,201	18,906	18,715	15,792	18,376	1,616	1,280	1,217	1,024	1,068	1,663	1,559	2,262	1,984	13,673
570714700000014208;																								9,242	27,349	15,000	11,558	15,176	6,988	31,774	18,130	20,122	15,917	20,571	18,545	8,927	14,915	23,149	17,422	24,222	856	690	479	963	1,184	897	1,131	1,509	1,462	9,171
570714700000105883;																								46,368	976,959	904,128	1,003,194	941,499	847,683	1,105,728	1,061,136	918,519	868,443	1,018,443	977,385	873,471	955,422	1,027,419	794,557	981,141	98,946	65,937	85,009	87,848	51,397	51,140	39,359	40,816	74,028	594,478
570715000000088513;																																337,673	319,384	365,211	355,395	308,108	324,779	363,597	206,072	254,617	28,326	21,118	27,570	22,101	12,985	18,869	9,300	197	10,845	151,311
570715000000088650;																																1,515,091	9,106,613	9,490,303	9,579,968	8,889,550	9,587,771	9,281,547	7,873,491	7,757,332	638,890	548,600	572,645	650,088	352,682	498,878	389,312	538,581	823,196	5,012,872
570715000000088674;																																1,515,091	9,106,613	9,490,303	9,579,968	8,889,550	9,587,771	9,281,547	7,873,491	7,757,332	638,890	548,600	572,645	650,088	352,682	498,878	389,312	538,581	823,196	5,012,872
570715000000088681;																																1,515,091	9,106,613	9,490,303	9,579,968	8,889,550	9,587,771	9,281,547	7,873,491	7,757,332	638,890	548,600	572,645	650,088	352,682	498,878	389,312	538,581	823,196	5,012,872
570715000000088698;																																1,515,091	9,106,613	9,490,303	9,579,968	8,889,550	9,587,771	9,281,547	7,873,491	7,757,332	638,890	548,600	572,645	650,088	352,682	498,878	389,312	538,581	823,196	5,012,872
570715000000088704;																																1,515,091	9,106,613	9,490,303	9,579,968	8,889,550	9,587,771	9,281,547	7,873,491	7,757,332	638,890	548,600	572,645	650,088	352,682	498,878	389,312	538,581	823,196	5,012,872
570715000000088711;																																1,515,091	9,106,613	9,490,303	9,579,968	8,889,550	9,587,771	9,281,547	7,873,491	7,757,332	638,890	548,600	572,645	650,088	352,682	498,878	389,312	538,581	823,196	5,012,872
570715000000088728;																																1,515,091	9,106,613	9,490,303	9,579,968	8,889,550	9,587,771	9,281,547	7,873,491	7,757,332	638,890	548,600	572,645	650,088	352,682	498,878	389,312	538,581	823,196	5,012,872
571313174000783013;																																				1,076	16,541	18,851	15,425	18,725	1,741	1,269	1,852	1,728	1,935	4,293	4,381	3,424	3,043	23,666
571313174000795528;																																						756	464	26	0	0	0	0	0	0	0	0	0	0
571313174000804176;																																					6,444	19,629	13,455	16,662	1,682	1,292	1,645	1,361	533	706	479	827	1,550	10,075
571313174000837839;																																						18,013	37,962	45,870	4,565	3,031	4,426	3,888	1,749	2,346	1,156	2,631	4,596	28,387
571313174001618079;																																							3,752	11,839	1,240	932	1,036	1,027	302	22	293	672	1,053	6,578
570714700000002304;																			894,000	1,027,000	1,123,500	1,103,000	1,013,000	891,675	1,064,047	937,891	994,231	926,301	835,930	1,043,468	1,013,194	929,893	960,715		121,948	895,278	995,680	991,685	790,511	993,517	102,836	74,580	120,226	67,343	41,810	34,728	23,148	47,187	65,014	576,872
570714700000002311;																			894,000	1,027,000	1,123,500	1,103,000	1,013,000	891,675	1,064,047	937,891	994,231	926,301	835,930	1,043,468	1,013,194	929,893	960,715		126,454	943,513	1,068,350	1,170,640	924,646	1,055,502	99,551	78,480	123,679	77,000	43,791	37,432	24,277	49,963	72,853	607,027
570714700000002762;																					1,290,000	1,152,000	1,197,500	1,093,311	1,189,558	1,115,940	1,228,248	1,055,180	1,033,478	1,260,733	1,109,823	1,058,053	1,062,594	1,201,091	1,112,430	1,064,109	1,171,273	1,356,578	1,073,721	1,202,141	127,143	86,751	117,694	100,559	50,376	56,604	44,269	62,031	57,468	702,895
570714700000002779;																					1,290,000	1,152,000	1,197,500	1,093,311	1,189,558	1,115,940	1,228,248	1,055,180	1,033,478	1,260,733	1,109,823	1,058,053	1,062,594	1,201,091	1,112,430	1,064,109	1,171,273	1,356,578	1,073,721	1,202,141	127,143	86,751	117,694	100,559	50,376	56,604	44,269	62,031	57,468	702,895
570714700000003219;																						405,000	1,054,000	968,568	1,043,624	868,834	923,460	892,165	809,609	1,041,789	982,474	776,855	900,759	978,116	971,412	797,692	889,091	1,142,825	682,058	961,964	110,455	60,979	59,063	80,794	40,020	42,638	32,076	47,186	67,013	540,222
570714700000007828;											50,754	300,000	378,728	343,640	368,620	373,200	419,440	354,520	324,620	282,560	348,520	278,274	214,844	261,618	318,721	274,274	293,290	248,408	197,275	283,165	280,363	241,243	147,192	234,892	254,309	152,945	214,688	315,863	239,285	299,420	34,564	22,311	37,592	26,967	16,254	9,426	7,344	14,239	21,381	190,079
570714700000008764;													282,020	344,400	397,100	357,300	436,000	418,000	378,600	353,600	432,400	354,558	382,259	328,013	372,836	320,071	340,660	282,658	271,378	212,444	341,687	305,249	206,239	356,514	323,575	304,049	358,881	377,760	278,070	320,238	37,756	24,893	38,439	25,885	12,144	11,167	6,845	16,220	24,162	197,511
570714700000009914;																			949,999	1,076,364	1,263,812	1,054,680	1,104,453	1,003,690	1,156,337	1,014,472	1,079,954	1,023,497	912,310	1,126,249	1,120,323	1,065,334	1,074,456	1,104,201	1,072,959	995,754	1,111,066	1,044,558	971,531	1,111,899	121,714	85,267	126,380	82,096	44,294	39,622	26,526	54,017	77,264	657,179
570714700000010590;																				798,981	1,338,918	1,123,879	1,145,166	712,262	1,202,066	1,070,234	1,120,907	1,025,792	925,402	1,189,051	1,177,627	1,053,641	1,080,786	1,108,055	1,002,070	1,014,118	1,066,542	1,275,109	1,012,591	1,047,598	117,406	90,451	121,446	85,041	38,299	35,863	21,863	48,881	76,566	635,815
570714700000010989;																					1,378,722	1,289,630	1,295,534	1,124,731	1,294,585	1,174,794	1,230,511	1,168,729	1,080,215	1,097,164	1,283,821	1,038,416	1,125,898	1,167,868	1,140,220	1,104,196	1,166,492	1,317,239	1,045,667	1,237,451	125,566	81,601	117,282	98,605	49,365	55,849	36,455	62,693	88,770	716,187
570714700000011771;																					663,149	1,633,582	1,720,995	1,486,636	1,754,066	1,438,614	1,546,592	1,516,000	1,403,208	1,573,386	1,656,517	1,521,907	1,504,263	1,615,421	1,511,466	1,291,023	1,685,502	1,783,498	1,386,147	1,501,062	164,893	116,637	177,648	134,528	96,957	56,124	46,534	71,125	112,600	977,045
570714700000011788;																					638,004	1,574,147	1,670,451	1,451,990	1,677,180	1,556,964	1,657,654	1,534,963	1,367,768	1,154,834	1,520,371	1,462,918	1,409,841	1,569,931	1,514,947	1,399,969	1,551,844	1,673,657	1,287,158	1,536,950	156,713	110,317	171,041	135,566	93,039	61,391	36,399	74,575	110,641	949,682
570714700000011795;																					625,853	1,567,429	1,644,013	1,412,766	1,687,423	1,479,703	1,541,241	1,434,204	1,353,275	1,289,850	1,542,290	1,438,979	1,405,107	1,531,404	1,472,863	1,364,049	1,501,729	1,712,934	1,341,146	1,523,287	153,388	114,035	172,352	135,322	89,987	61,909	49,569	76,969	112,634	966,164
570714700000011801;																					625,837	1,545,798	1,584,581	1,427,030	1,677,476	1,464,300	1,561,363	1,465,617	1,324,236	1,354,171	1,574,212	1,464,070	1,438,123	1,488,879	1,522,073	1,333,612	1,560,476	1,645,742	1,329,418	1,513,989	159,071	112,398	171,071	137,130	87,678	61,359	50,146	76,082	111,848	966,783
570714700000011818;																					590,115	1,573,014	1,621,186	1,441,477	1,658,009	1,478,957	1,587,192	1,465,201	1,340,709	1,296,511	1,162,878	1,386,712	1,343,934	1,520,624	1,519,325	1,332,619	1,401,016	1,739,586	1,385,259	1,534,787	148,675	110,751	150,290	123,714	95,078	60,927	53,022	77,853	79,565	899,874
570714700000012372;																						455,203	1,120,468	967,819	1,132,929	1,006,773	1,070,047	949,074	878,145	1,125,202	1,116,303	996,870	923,811	1,026,919	1,045,077	973,892	1,018,931	1,187,053	951,052	1,085,471	112,118	76,910	118,498	85,183	42,768	44,538	33,240	53,160	79,051	645,466
570714700000012389;																						454,854	1,137,147	975,085	1,135,658	1,019,761	1,016,331	1,013,655	889,471	1,127,486	1,120,754	991,832	982,127	1,083,971	1,064,951	1,010,190	1,081,136	1,244,991	946,827	1,110,476	117,105	82,628	120,934	82,451	46,352	45,571	33,925	53,319	82,545	664,830
570714700000013232;																							931,651	1,076,958	1,289,535	1,115,339	1,200,986	1,036,238	1,010,307	1,231,057	1,255,558	1,118,118	1,088,531	1,214,614	1,122,612	1,034,351	1,253,060	1,366,484	1,055,945	1,178,990	130,912	48,397	101,259	93,911	49,889	42,723	29,801	56,450	62,367	615,708
570714700000013249;																							930,125	1,057,488	1,262,935	1,084,833	1,166,335	1,078,889	983,720	1,183,669	1,225,452	1,097,434	1,029,410	1,136,811	1,011,115	963,239	1,199,071	1,274,664	983,864	1,089,615	130,657	79,279	136,802	98,135	41,299	37,175	26,877	51,840	78,685	680,749
570714700000014062;																						16,469	20,975	4,019	14,425	17,638	18,448	14,853	14,072	16,203	18,536	16,260	16,427	17,689	17,439	14,500	18,890	21,178	16,621	19,870	2,041	1,461	2,081	1,847	1,378	770	639	1,168	1,473	12,860
570714700000014079;																						7,002	29,488	23,162	23,408	26,890	22,884	20,345	10,951	0	10,791	20,109	17,928	21,764	20,668	15,544	19,888	23,755	17,650	20,385	1,811	1,339	1,853	1,853	820	871	595	1,022	1,430	11,594
570714700000014093;																							0	427	4,312	19,465	19,499	18,434	25,518	5,134	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
570714700000014109;																							4,146	5,272	12,262	21,561	18,389	19,092	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
570714700000014123;																						3,713	25,666	5,842	18,625	22,152	20,278	21,043	21,648	23,974	24,923	23,320	23,749	25,434	23,887	18,697	25,690	27,371	21,545	24,885	2,536	1,763	2,764	2,244	1,791	888	710	1,130	1,679	15,506
570714700000014147;																							1,994	9,181	11,265	11,612	14,822	13,835	12,099	11,223	8,262	14,835	12,654	12,922	12,518	10,121	14,772	11,247	14,478	22,929	2,240	1,652	2,359	2,017	1,028	850	661	1,048	1,585	13,441
571313174001549168;																																						14,893	46,378	51,248	5,150	3,707	5,501	4,373	2,756	1,974	1,607	2,783	3,804	31,652
571313174001549182;																																						5,496	14,713	31,578	3,897	2,650	4,366	3,063	1,839	1,173	897	1,914	2,769	22,569
571313174001553455;																																							29,760	28,331	3,074	1,774	2,776	2,377	1,445	1,193	960	1,591	2,186	17,376
570714700000005336;																				404,492	1,216,916	1,035,696	1,105,923	920,818	998,759	883,700	1,049,181	958,886	804,384	1,125,566	1,088,011	938,772	870,858	1,099,103	1,028,577	888,885	973,727	1,134,486	854,981	1,009,613	96,253	65,263	82,946	86,747	40,649	56,387	35,769	49,561	95,641	609,215
570714700000005350;																				312,715	1,033,111	838,564	864,560	943,444	1,170,252	805,141	913,174	773,852	745,411	1,005,213	942,719	792,825	737,620	947,401	838,809	703,421	764,275	821,454	632,238	793,777	76,340	52,692	61,662	73,793	25,423	46,373	26,175	41,818	75,570	479,846
570714700000005381;																				126,715	1,019,786	833,284	887,612	757,240	854,669	760,517	871,007	800,628	709,465	965,714	904,200	774,746	680,701	906,935	837,672	731,270	806,182	973,337	720,851	899,023	78,367	55,625	78,314	77,797	23,659	49,332	31,019	44,581	67,046	505,740
570714700000012563;																						263,925	813,190	675,050	750,566	704,254	810,036	732,136	609,547	726,077	795,683	701,444	633,610	771,420	721,454	646,294	561,205	828,788	593,344	728,910	74,048	47,610	63,097	67,082	26,559	38,730	22,222	37,079	62,106	438,534
570715000000084454;																																12,099	9,137	14,690	12,343	9,168	12,447	15,156	9,539	12,369	923	364	518	960	443	750	407	905	1,317	6,586
571313174000780944;																																				125,673	5,736,571	6,410,470	5,233,150	5,909,112	569,649	418,929	485,350	509,303	305,265	294,698	205,257	354,083	543,806	3,686,341
571313174000780951;																																				353,582	5,631,584	6,647,903	5,480,819	6,198,589	594,671	425,296	462,133	516,811	268,041	332,976	254,364	365,813	566,077	3,786,182
570714700000000232;																		862,159	694,933	745,660	860,171	764,499	782,804	667,284	746,150	666,984	704,416	633,935	604,093	739,230	678,054	628,271	628,101	733,849	694,012	584,919	741,513	800,837	591,478	678,691	78,729	48,269	75,244	64,742	19,669	27,154	13,416	26,250	51,814	405,286
570714700000000249;																		862,159	694,933	745,660	860,171	764,499	782,804	667,284	746,150	666,984	704,416	633,935	604,093	739,230	678,054	628,271	628,101	733,849	694,012	584,919	741,513	800,837	591,478	678,691	78,729	48,269	75,244	64,742	19,669	27,154	13,416	26,250	51,814	405,286
570714700000000256;																		862,159	694,933	745,660	860,171	764,499	782,804	667,284	746,150	666,984	704,416	633,935	604,093	739,230	678,054	628,271	628,101	733,849	694,012	584,919	741,513	800,837	591,478	678,691	78,729	48,269	75,244	64,742	19,669	27,154	13,416	26,250	51,814	405,286
570714700000000263;																	407,782	394,874	318,284	341,517	393,964	350,145	358,529	315,687	351,570	325,169	343,460	311,190	286,520	378,225	358,504	309,262	275,545	361,224	324,521	287,395	333,276	378,019	276,439	223,275	22,971	14,070	19,791	27,042	11,122	14,568	10,298	16,405	24,546	160,813
570714700000000270;																	407,782	394,874	318,284	341,517	393,964	350,145	358,529	315,687	351,570	325,169	343,460	311,190	286,520	378,225	358,504	309,262	275,545	361,224	324,521	287,395	333,276	378,019	276,439	223,275	22,971	14,070	19,791	27,042	11,122	14,568	10,298	16,405	24,546	160,813
570714700000000287;																	407,782	394,874	318,284	341,517	393,964	350,145	358,529	315,687	351,570	325,169	343,460	311,190	286,520	378,225	358,504	309,262	275,545	361,224	324,521	287,395	333,276	378,019	276,439	223,275	22,971	14,070	19,791	27,042	11,122	14,568	10,298	16,405	24,546	160,813
570714700000000294;																	384,342	372,176	299,988	321,886	371,318	330,018	337,920	321,123	357,753	329,771	344,354	304,616	282,130	371,892	326,722	289,536	253,897	345,122	340,307	291,378	327,660	386,965	283,196	341,422	33,325	21,712	29,695	26,884	11,423	17,013	11,428	18,062	26,828	196,370
570714700000000300;																	384,342	372,176	299,988	321,886	371,318	330,018	337,920	321,123	357,753	329,771	344,354	304,616	282,130	371,892	326,722	289,536	253,897	345,122	340,307	291,378	327,660	386,965	283,196	341,422	33,325	21,712	29,695	26,884	11,423	17,013	11,428	18,062	26,828	196,370
570714700000004704;					90,750	99,000	99,000	99,000	99,000	99,000	99,000	99,000	99,000	99,000	99,000	99,000	99,000	99,000	99,000	99,000	99,000	99,000	99,000	30,828	13,158	10,432	10,853	13,272	16,271	29,116	27,455	16,160	14,942	23,026	21,254	11,379	19,918	23,369	14,525	12,555	442	849	1,676	1,632	159	140	27	99	99	5,123
570714700000004728;										117,102	218,685	199,413	220,318	191,259	204,648	142,700	222,230	221,890	166,720	175,887	198,975	168,768	181,704	175,179	169,284	112,300	174,750	158,470	142,408	181,244	175,377	152,573	91,857	175,395	153,662	129,882	160,296	189,718	131,059	165,801	16,630	10,688	16,103	16,938	8,892	10,043	7,327	9,994	13,928	110,543
570714700000004735;																					1,103,622	1,471,395	1,518,448	1,306,573	1,208,419	1,376,609	1,490,262	1,399,479	1,276,976	1,521,233	1,303,320	1,359,144	1,196,835	1,520,054	1,420,954	1,251,925	1,342,495	1,548,627	1,253,243	1,491,560	143,866	95,355	112,161	123,169	53,831	75,609	55,342	82,716	122,166	864,216
570714700000004742;																					983,070	1,343,675	1,432,183	1,228,928	1,313,658	1,306,735	1,401,675	1,264,011	1,166,976	1,457,335	1,359,699	1,256,069	1,085,891	1,280,476	1,252,824	1,152,504	1,310,043	1,530,489	1,192,613	1,422,887	133,366	88,369	108,741	118,063	51,968	71,191	49,050	75,779	114,059	810,586
570714700000004759;																					1,101,203	1,418,125	1,455,892	1,253,241	1,174,710	1,363,538	1,342,819	1,336,618	1,210,836	1,483,682	1,352,054	1,319,146	1,132,830	1,361,644	1,299,913	1,252,657	1,311,958	1,570,160	1,187,688	1,291,944	114,197	91,708	113,518	122,679	55,183	73,944	48,050	61,897	89,423	770,601
570714700000004766;																						16,133	24,200	17,989	13,326	10,922	10,007	17,311	18,827	18,073	18,544	18,831	15,751	20,706	16,724	14,105	18,779	19,877	13,781	14,524	1,303	838	1,031	1,572	555	851	66	761	1,330	8,304
570714700000004810;														249,280	314,440	295,700	335,480	313,570	243,240	271,240	328,935	256,152	272,256	214,380	270,587	255,907	260,888	244,412	208,796	280,694	268,858	243,954	223,976	278,105	256,894	231,259	253,084	287,552	222,260	269,600	27,618	15,256	25,089	23,260	7,013	11,573	7,182	12,658	20,537	150,186
570714700000106682;																										72,239	1,541,792	1,416,346	1,241,247	1,701,567	1,538,870	1,320,367	1,288,048	1,579,280	1,505,069	1,299,995	1,436,479	1,717,743	1,206,318	1,504,280	154,727	95,671	114,219	121,138	45,459	70,413	52,725	88,837	124,729	867,918
570714700000106699;																										97,823	1,480,042	1,318,522	1,198,566	1,570,988	1,478,337	1,361,917	1,247,364	1,529,390	1,450,029	1,207,747	1,449,357	1,632,664	1,231,361	1,441,965	149,976	95,809	129,992	129,718	53,202	76,272	50,270	85,535	117,361	888,135
571313174116645946;																																						5,111	7,546	10,672	1,234	648	776	1,038	200	542	205	487	901	6,031
570714700000002076;																371,500	1,238,000	1,199,000	1,023,000	1,137,500	1,177,500	1,081,500	1,030,500	854,038	1,017,426	918,801	1,035,813	1,005,117	854,212	1,205,793	1,091,761	982,114	983,542			893,301	869,123	1,010,950	807,580	1,042,670	86,602	82,699	112,612	96,089	49,482	58,478	44,335	49,925	74,780	655,003
570714700000002083;																371,500	1,238,000	1,199,000	1,023,000	1,137,500	1,177,500	1,081,500	1,030,500	854,038	1,017,426	918,801	1,035,813	1,005,117	854,212	1,205,793	1,091,761	982,114	983,542			1,117,945	1,092,108	1,179,889	882,564	1,011,289	72,501	85,426	122,423	100,757	62,192	60,371	47,290	64,744	98,728	714,433
570714700000002212;																		277,333	785,000	878,000	1,017,000	852,000	888,667	727,765	738,643	685,503	842,515	867,782	774,698	926,875	888,593	840,826	785,623			619,733	600,115	718,320	715,135	961,060	87,988	57,090	55,226	74,321	34,539	31,117	38,627	49,321	67,060	495,289
570714700000002229;																		277,333	785,000	878,000	1,017,000	852,000	888,667	727,765	738,643	685,503	842,515	867,782	774,698	926,875	888,593	840,826	785,623			816,915	808,667	992,536	793,456	1,023,701	100,539	58,994	82,644	78,354	37,673	51,521	36,433	44,542	79,274	569,975
570714700000002236;																		277,333	785,000	878,000	1,017,000	852,000	888,667	727,765	738,643	685,503	842,515	867,782	774,698	926,875	888,593	840,826	785,623			703,350	567,069	813,828	610,722	896,015	72,974	52,143	74,464	67,782	35,216	38,749	38,666	41,305	54,342	475,641
570714700000002274;																			7,667	703,333	895,333	705,667	574,333	673,199	616,697	683,273	700,531	759,254	664,059	711,496	599,310	751,090	655,677		64,097	685,855	821,019	939,471	730,466	848,380	91,139	55,398	76,250	71,588	31,941	40,757	34,042	50,229	75,134	526,479
570714700000002281;																			7,667	703,333	895,333	705,667	574,333	673,199	616,697	683,273	700,531	759,254	664,059	711,496	599,310	751,090	655,677		68,789	643,313	851,175	758,946	701,834	858,777	93,335	56,906	77,985	76,812	36,742	41,609	37,822	47,616	68,894	537,720
